environment	page node id	link	url location	page title	drupal content type	publish status	page content age	total views	status codes	path depth	team count	team ids	team names	block teams count	block team ids	block teams	total node count	reusable block count	# blocks with no team	blocks with team matching page	blocks with team not matching page	percent blocks no team	percent blocks page team match	block types	block type details	reusable block types
arts	1456471	link	https://arts.ucalgary.ca/node/1456471	Laura G test	Basic page	Unpublished	1.8		403	1	0						18		18	0	0	100	0	Banner|Hero CTA|Image|Image Gallery|Image with Text|Masonry Gallery|Text	Banner (1,2024-03-13) | Hero CTA (1,2024-03-13) | Image (4,2024-03-13) | Image Gallery (1,2024-03-13) | Image with Text (5,2024-03-18) | Masonry Gallery (1,2024-03-13) | Text (5,2024-03-13)	
arts	1456472	link	https://arts.ucalgary.ca/languages-linguistics-literatures-cultures/contact/directory/full-time-faculty	SLLLC full-time faculty	Basic page	Published	1	1039	200	3	0			1	22	SLLLC - 22	2		1	0	1	50	0	Hero CTA|Profile List	Hero CTA (1,2024-04-16) | Profile List (1,2025-01-02)	
arts	1456475	link	https://arts.ucalgary.ca/node/1456475	Test - Apr 8, 2024	Basic page	Unpublished	1.8		403	1	0						1		1	0	0	100	0	Hero CTA	Hero CTA (1,2024-04-08)	
arts	1456476	link	https://arts.ucalgary.ca/geography/future-students/undergraduate/geographic-information-science-certificate	Geographic Information Science Embedded Certificate	Basic page	Published	1.7	1656	200	3	1	3	GEOG - 3	3	1|3|29	ARTS - 1|GEOG - 3|HIST - 29	14		1	10	3	7	71	Accordion (Minimal)|Divider|Hero CTA|Image|More Information|Text	Accordion (Minimal) (1,2024-04-18) | Divider (2,2024-04-18) | Hero CTA (1,2024-04-18) | Image (2,2024-04-18) | More Information (2,2024-04-18) | Text (6,2024-04-18)	
arts	1456477	link	https://arts.ucalgary.ca/node/1456477	Philosophy for Children program Clone	Basic page	Unpublished	0.6		403	1	2	33|66	PHIL - 33|Philosophy for everyone	2	33|66	PHIL - 33|Philosophy for everyone	12	3	3	7	2	25	58	Divider|Hero CTA|Image|More Information|Text	Divider (1,2024-04-15) | Hero CTA (1,2024-04-15) | Image (1,2024-04-15) | More Information (3,2025-06-26) | Text (6,2024-04-25)	Divider|More Information|Text
arts	1456478	link	https://arts.ucalgary.ca/node/1456478	DRAFT EDI in a Faculty of Arts Unit Template page	Basic page	Unpublished	0.7		403	1	0			2	1|63	ARTS - 1|ARTS EDI	19	15	3	0	16	16	0	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-29) | Hero CTA (1,2024-08-16) | Image (1,2024-10-08) | Image with Text (1,2025-04-22) | News Feed (1,2025-04-24) | Related Content (2,2024-10-08) | Text (7,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456484	link	https://arts.ucalgary.ca/about/about-faculty/equity-diversity-inclusion-and-accessibility/archival-edi-statements	Archival EDI statements in the Faculty of Arts	Basic page	Unpublished	1.7		403	3	1	1	ARTS - 1	1	1	ARTS - 1	2	1	1	1	0	50	50	Hero CTA|Table	Hero CTA (1,2024-04-15) | Table (1,2024-04-15)	Table
arts	1456485	link	https://arts.ucalgary.ca/node/1456485	Research overview template	Basic page	Unpublished	1.7		403	1	0			47	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65|66|67	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|Philosophy for everyone|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53|UTS	9		8	0	1	89	0	Accordion|Banner|Cards|Hero CTA|Text|Text Grid|Trio CTA	Accordion (2,2024-04-29) | Banner (2,2024-04-29) | Cards (1,2024-04-29) | Hero CTA (1,2024-04-29) | Text (1,2024-04-29) | Text Grid (1,2024-04-29) | Trio CTA (1,2024-04-29)	
arts	1456486	link	https://arts.ucalgary.ca/languages-linguistics-literatures-cultures/future-students/undergraduate/chinese-language-teacher-training/standalone-certificate	Research overview template Clone	Basic page	Unpublished	1.7		403	4	46	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65|66	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|Philosophy for everyone|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53	47	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65|66|67	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|Philosophy for everyone|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53|UTS	6		1	4	1	17	67	Banner|Divider|Hero CTA|Text Grid|Trio CTA	Banner (2,2024-04-29) | Divider (1,2024-04-29) | Hero CTA (1,2024-04-29) | Text Grid (1,2024-04-29) | Trio CTA (1,2024-04-29)	
arts	1456487	link	https://arts.ucalgary.ca/node/1456487	DRAFT ARTS About the Faculty	Basic page	Unpublished	0.6		403	1	1	1	ARTS - 1	1	1	ARTS - 1	27	13	3	24	0	11	89	Banner|Cards|Hero CTA|Image|Image with Text|Info Shim|More Information|News Feed|Streaming Media|Text	Banner (1,2024-05-31) | Cards (1,2024-05-31) | Hero CTA (1,2024-05-21) | Image (5,2024-09-03) | Image with Text (2,2024-08-09) | Info Shim (1,2024-05-22) | More Information (1,2025-06-09) | News Feed (1,2024-05-21) | Streaming Media (1,2024-05-24) | Text (13,2025-03-17)	Banner|Cards|Hero CTA|Image|Image with Text|Info Shim|More Information|Text
arts	1456503	link	https://arts.ucalgary.ca/node/1456503	Schedule Block Test - Jun 21, 2024	Basic page	Unpublished	1.6		403	1	0			47	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65|66|67	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|Philosophy for everyone|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53|UTS	2		1	0	1	50	0	Hero CTA|Schedule	Hero CTA (1,2024-06-21) | Schedule (1,2024-06-21)	
arts	1456531	link	https://arts.ucalgary.ca/anthropology-archaeology/about/equity-diversity-inclusion-and-accessibility	EDIA in Anthropology and Archaeology	Basic page	Published	0.1	22	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	19	16	1	13	5	5	68	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-09-16) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (6,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456532	link	https://arts.ucalgary.ca/art-art-history/about/equity-diversity-inclusion-and-accessibility	EDIA in Art and Art History	Basic page	Published	0.1	7	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	19	16	1	15	3	5	79	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (6,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456533	link	https://arts.ucalgary.ca/classics-religion/about/equity-diversity-inclusion-and-accessibility	EDIA in Classics and Religion	Basic page	Published	0.1	34	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	21	16	2	14	5	10	67	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (8,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456534	link	https://arts.ucalgary.ca/communication-media-film/about/equity-diversity-inclusion-and-accessibility	EDIA in Communication, Media and Film	Basic page	Published	0.1	12	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	19	16	1	14	4	5	74	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (6,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456535	link	https://arts.ucalgary.ca/creative-performing-arts/about/equity-diversity-inclusion-and-accessibility	EDIA in Creative and Performing Arts	Basic page	Published	0.1	46	200	2	1	63	ARTS EDI	3	1|26|63	ARTS - 1|ARTS EDI|SCPA - 26	22	16	3	14	5	14	64	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (4,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (7,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456536	link	https://arts.ucalgary.ca/economics/about/equity-diversity-inclusion-and-accessibility	EDIA in Economics	Basic page	Published	0.1	17	200	2	1	63	ARTS EDI	3	1|36|63	ART & ART HIST - 36|ARTS - 1|ARTS EDI	20	16	2	14	4	10	70	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (7,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456537	link	https://arts.ucalgary.ca/english/about/equity-diversity-inclusion-and-accessibility	EDIA in English	Basic page	Published	0.1	32	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	19	16	1	14	4	5	74	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (6,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456538	link	https://arts.ucalgary.ca/geography/about/equity-diversity-inclusion-and-accessibility	EDIA in Geography	Basic page	Published	0.1	9	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	19	16	1	14	4	5	74	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (6,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456539	link	https://arts.ucalgary.ca/history/about/equity-diversity-inclusion-and-accessibility	EDIA in History	Basic page	Published	0.1	25	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	20	16	2	14	4	10	70	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (7,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456540	link	https://arts.ucalgary.ca/languages-linguistics-literatures-cultures/about/equity-diversity-inclusion-and-accessibility	EDIA in Languages, Linguistics, Literatures and Cultures	Basic page	Published	0.1	24	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	19	16	1	15	3	5	79	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (6,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456541	link	https://arts.ucalgary.ca/philosophy/about/equity-diversity-inclusion-and-accessibility	EDIA in Philosophy	Basic page	Published	0.1	34	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	21	16	2	15	4	10	71	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (8,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456542	link	https://arts.ucalgary.ca/political-science/about/equity-diversity-inclusion-and-accessibility	EDIA in Political Science	Basic page	Published	0.1	13	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	20	16	1	14	5	5	70	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (7,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456543	link	https://arts.ucalgary.ca/psychology/about/equity-diversity-and-inclusion	EDIA in Psychology	Basic page	Published	0.1	316	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	24	16	4	14	6	17	58	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Streaming Media|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Streaming Media (3,2024-08-19) | Text (8,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456544	link	https://arts.ucalgary.ca/sociology/about/equity-diversity-inclusion-and-accessibility	EDIA in Sociology	Basic page	Published	0.1	86	200	2	1	63	ARTS EDI	2	1|63	ARTS - 1|ARTS EDI	20	16	1	14	5	5	70	Accordion (Minimal)|Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Text	Accordion (Minimal) (2,2025-04-22) | Banner (2,2025-04-22) | Divider (2,2024-07-30) | Hero CTA (1,2025-04-24) | Image (1,2024-10-08) | Image with Text (3,2025-12-15) | News Feed (1,2025-04-24) | Related Content (1,2024-10-08) | Text (7,2025-04-22)	Accordion (Minimal)|Banner|Image|Image with Text|News Feed|Related Content|Text
arts	1456611	link	https://arts.ucalgary.ca/node/1456611	Laura test - WS-783	Basic page	Unpublished	1.3		403	1	0			47	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65|66|67	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|Philosophy for everyone|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53|UTS	4	4	3	0	1	75	0	Accordion|Hero CTA|Image with Text|More Information	Accordion (1,2024-10-02) | Hero CTA (1,2024-10-02) | Image with Text (1,2024-10-02) | More Information (1,2024-10-02)	Accordion|Hero CTA|Image with Text|More Information
arts	1456631	link	https://arts.ucalgary.ca/node/1456631	Rock' test page do not publish	Basic page	Unpublished	0.5		403	1	0			47	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65|66|67	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|Philosophy for everyone|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53|UTS	13		12	0	1	92	0	Accordion|Banner|Divider|Hero CTA|Image with Text|Page Filter Tags|Streaming Media|Text|Text Grid	Accordion (2,2025-02-10) | Banner (2,2025-06-11) | Divider (1,2025-01-23) | Hero CTA (1,2024-10-30) | Image with Text (1,2025-01-23) | Page Filter Tags (1,2025-07-09) | Streaming Media (2,2025-06-11) | Text (2,2025-02-10) | Text Grid (1,2025-01-23)	
arts	1456632	link	https://arts.ucalgary.ca/node/1456632	SLLLC profile test page	Basic page	Unpublished	1.2		403	1	0			47	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65|66|67	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|Philosophy for everyone|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53|UTS	2		1	0	1	50	0	Hero CTA|Profile List	Hero CTA (1,2024-11-04) | Profile List (1,2024-11-04)	
arts	1456633	link	https://arts.ucalgary.ca/node/1456633	CMSS profile test page	Basic page	Unpublished	1.2		403	1	0			47	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65|66|67	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|Philosophy for everyone|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53|UTS	2		1	0	1	50	0	Hero CTA|Profile List	Hero CTA (1,2024-11-04) | Profile List (1,2024-11-04)	
arts	1456638	link	https://arts.ucalgary.ca/node/1456638	Draft SLLLC Future Students Language Placement Clone	Basic page	Unpublished	1.1		403	1	1	22	SLLLC - 22	46	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65|66	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|Philosophy for everyone|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53	22	2	5	16	1	23	73	Accordion|Banner|Divider|Hero CTA|Text	Accordion (8,2024-11-25) | Banner (1,2024-11-24) | Divider (2,2024-11-24) | Hero CTA (1,2024-11-13) | Text (10,2024-11-24)	Divider|Text
arts	1456646	link	https://arts.ucalgary.ca/node/1456646	test	Basic page	Unpublished	1.1		403	1	0			47	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65|66|67	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|Philosophy for everyone|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53|UTS	6		5	0	1	83	0	Accordion (Minimal)|Banner|Hero CTA|Image Gallery|More Information|Text Grid	Accordion (Minimal) (1,2024-11-22) | Banner (1,2024-11-22) | Hero CTA (1,2024-11-22) | Image Gallery (1,2024-11-22) | More Information (1,2024-11-22) | Text Grid (1,2024-11-22)	
arts	1456674	link	https://arts.ucalgary.ca/node/1456674	GEOG About Template	Basic page	Unpublished	0.6	4	403	1	1	3	GEOG - 3	2	1|3	ARTS - 1|GEOG - 3	22	1	18	3	1	82	14	Banner|Hero CTA|Image|Image with Text|More Information|Related Content|Text	Banner (7,2025-06-18) | Hero CTA (1,2025-06-16) | Image (2,2025-06-16) | Image with Text (1,2025-03-10) | More Information (3,2025-06-16) | Related Content (3,2025-06-06) | Text (5,2025-06-16)	Related Content
