environment	page node id	link	url location	page title	drupal content type	publish status	page content age	total views	status codes	path depth	team count	team ids	team names	block teams count	block team ids	block teams	total node count	reusable block count	# blocks with no team	blocks with team matching page	blocks with team not matching page	percent blocks no team	percent blocks page team match	block types	block type details	reusable block types
arts	8	link	https://arts.ucalgary.ca/about/faculty-and-staff	ARTS Faculty and Staff	Basic page	Published	0.1	684	200	1	1	1	ARTS - 1	1	1	ARTS - 1	8	6	1	7	0	12	88	Banner|Hero CTA|Image with Text|Info Shim|More Information|News Feed|Text	Banner (1,2023-09-26) | Hero CTA (1,2024-03-05) | Image with Text (1,2025-12-05) | Info Shim (1,2024-03-05) | More Information (1,2022-10-06) | News Feed (1,2020-04-02) | Text (2,2023-09-26)	Banner|Hero CTA|Image with Text|More Information|Text
arts	11	link	https://arts.ucalgary.ca/classics-religion	CLARE Home	Basic page	Published	0.1	7478	200	0	1	2	CLARE - 2	2	1|2	ARTS - 1|CLARE - 2	10	2	1	5	4	10	50	Banner|Divider|Hero CTA|Image with Text|News Feed|Related Content|Streaming Media	Banner (2,2023-09-26) | Divider (1,2019-11-25) | Hero CTA (1,2023-02-16) | Image with Text (2,2025-12-15) | News Feed (2,2025-05-13) | Related Content (1,2024-10-28) | Streaming Media (1,2024-12-12)	Banner|Image with Text
arts	25	link	https://arts.ucalgary.ca/future-students/undergraduate-experience/opportunities	ARTS FUTURE UNDERGRAD Opportunities	Basic page	Published	1.4	102	200	2	1	1	ARTS - 1	1	1	ARTS - 1	6	6	1	5	0	17	83	Banner|Hero CTA|Image|Info Shim|Related Content|Text	Banner (1,2024-08-20) | Hero CTA (1,2023-02-16) | Image (1,2023-09-26) | Info Shim (1,2023-07-10) | Related Content (1,2022-10-06) | Text (1,2024-04-18)	Banner|Hero CTA|Image|Info Shim|Related Content|Text
arts	29	link	https://arts.ucalgary.ca/clare-intermediary/ancient-and-medieval-history-old	CLARE Future Students Undergraduate Ancient and Medieval History	Basic page	Unpublished	1.7	16	403	1	1	2	CLARE - 2	2	1|2	ARTS - 1|CLARE - 2	5	5	1	3	1	20	60	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Info Shim (1,2023-07-10) | More Information (1,2024-05-03) | Sidekick CTA (1,2023-09-26)	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA
arts	32	link	https://arts.ucalgary.ca/future-students/graduate-experience/why-arts	FUTURE GRAD Why Arts?	Basic page	Published	0.1	71	200	2	1	1	ARTS - 1	1	1	ARTS - 1	7	6	1	6	0	14	86	Banner|Hero CTA|Image with Text|Info Shim|News Feed|Text|Trio CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-07-10) | Image with Text (1,2025-12-05) | Info Shim (1,2018-10-25) | News Feed (1,2020-04-02) | Text (1,2024-04-18) | Trio CTA (1,2018-10-25)	Banner|Hero CTA|Image with Text|Info Shim|Text|Trio CTA
arts	35	link	https://arts.ucalgary.ca/node/35	ARTS CURRENT Undergraduate	Basic page	Published	0.2	30	200	1	1	14	ASC - 14	3	1|2|14	ARTS - 1|ASC - 14|CLARE - 2	13	11	1	1	11	8	8	Banner|Divider|Hero CTA|Image with Text|Info Shim|More Information|News Feed|Text|Thumbnail	Banner (2,2024-08-20) | Divider (1,2020-10-16) | Hero CTA (1,2023-07-10) | Image with Text (1,2023-09-26) | Info Shim (1,2023-07-10) | More Information (2,2025-11-04) | News Feed (1,2020-04-02) | Text (2,2023-09-26) | Thumbnail (2,2025-08-22)	Banner|Hero CTA|Image with Text|Info Shim|More Information|Text|Thumbnail
arts	38	link	https://arts.ucalgary.ca/clare-intermediary/student-advising	GEO CURRENT UNDERGRAD Course Regulations	Basic page	Unpublished	1.7		403	1	1	9	POLI - 9	2	1|14	ARTS - 1|ASC - 14	5	5	1	0	4	20	0	Hero CTA|Image with Text|Info Shim|More Information	Hero CTA (1,2023-02-16) | Image with Text (1,2023-09-26) | Info Shim (2,2024-04-18) | More Information (1,2023-07-10)	Hero CTA|Image with Text|Info Shim|More Information
arts	41	link	https://arts.ucalgary.ca/clare-intermediary/greek-and-roman-studies-old	CLARE Future Students Undergraduate Greek and Roman Studies	Basic page	Unpublished	1.7	16	403	1	1	2	CLARE - 2	2	1|2	ARTS - 1|CLARE - 2	5	5	1	3	1	20	60	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Info Shim (1,2023-07-10) | More Information (1,2024-05-03) | Sidekick CTA (1,2023-09-26)	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA
arts	42	link	https://arts.ucalgary.ca/clare-intermediary/religious-studies-old	CLARE Future Students Undergraduate Religious Studies	Basic page	Unpublished	1.7	30	403	1	1	2	CLARE - 2	2	1|2	ARTS - 1|CLARE - 2	5	5	1	3	1	20	60	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Info Shim (1,2023-07-10) | More Information (1,2024-05-03) | Sidekick CTA (1,2023-09-26)	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA
arts	43	link	https://arts.ucalgary.ca/clare-intermediary/south-asian-studies-old	CLARE Future Students Undergraduate South Asian Studies	Basic page	Unpublished	1.7	22	403	1	1	2	CLARE - 2	2	1|2	ARTS - 1|CLARE - 2	5	5	1	3	1	20	60	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Info Shim (1,2023-07-10) | More Information (1,2024-05-03) | Sidekick CTA (1,2023-09-26)	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA
arts	46	link	https://arts.ucalgary.ca/classics-religion/future-students/graduate/programs/greek-and-roman-studies	CLARE Future Students Graduate Greek and Roman Studies	Basic page	Published	0.5	283	200	4	1	2	CLARE - 2	2	1|2	ARTS - 1|CLARE - 2	9	8	1	6	2	11	67	Accordion|Banner|Divider|Hero CTA|More Information|Text|Trio CTA	Accordion (1,2023-01-05) | Banner (1,2023-09-26) | Divider (1,2023-07-10) | Hero CTA (1,2023-02-16) | More Information (3,2025-07-03) | Text (1,2023-01-05) | Trio CTA (1,2019-03-07)	Banner|Divider|Hero CTA|More Information|Text|Trio CTA
arts	47	link	https://arts.ucalgary.ca/classics-religion/future-students/graduate/programs/religious-studies	CLARE Future Students Graduate Religious Studies	Basic page	Published	0.5	392	200	4	1	2	CLARE - 2	2	1|2	ARTS - 1|CLARE - 2	9	8	1	6	2	11	67	Accordion|Banner|Divider|Hero CTA|More Information|Text|Trio CTA	Accordion (1,2023-01-05) | Banner (1,2023-09-26) | Divider (1,2023-07-10) | Hero CTA (1,2023-02-16) | More Information (3,2025-07-03) | Text (1,2023-09-26) | Trio CTA (1,2019-03-07)	Banner|Divider|Hero CTA|More Information|Text|Trio CTA
arts	49	link	https://arts.ucalgary.ca/classics-religion/future-students/graduate	CLARE Future Students Graduate Overview	Basic page	Published	0.5	21	200	2	1	2	CLARE - 2	3	1|2|27	ARTS - 1|CLARE - 2|ECON - 27	5	3	1	2	2	20	40	Banner|Hero CTA|More Information|Trio CTA	Banner (2,2023-09-26) | Hero CTA (1,2023-02-16) | More Information (1,2025-07-03) | Trio CTA (1,2019-04-15)	Hero CTA|More Information|Trio CTA
arts	66	link	https://arts.ucalgary.ca/about/alumni/stay-connected	ARTS ALUMNI Stay Connected	Basic page	Unpublished	1.9	14	403	2	1	1	ARTS - 1	1	1	ARTS - 1	9	8	1	8	0	11	89	Banner|Hero CTA|Image|News Feed|Text|Thumbnail|Trio CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Image (1,2023-09-26) | News Feed (1,2020-04-02) | Text (3,2024-02-14) | Thumbnail (1,2019-01-04) | Trio CTA (1,2024-02-14)	Banner|Hero CTA|Image|Text|Thumbnail|Trio CTA
arts	75	link	https://arts.ucalgary.ca/about/about-faculty	ARTS About the Faculty	Basic page	Published	0.6	269	200	1	1	1	ARTS - 1	1	1	ARTS - 1	8	7	2	6	0	25	75	Hero CTA|Info Shim|More Information|News Feed|Text|Trio CTA	Hero CTA (1,2024-04-25) | Info Shim (2,2023-07-27) | More Information (1,2025-06-09) | News Feed (1,2020-04-02) | Text (2,2023-09-26) | Trio CTA (1,2023-05-16)	Hero CTA|Info Shim|More Information|Text|Trio CTA
arts	76	link	https://arts.ucalgary.ca/about/office-dean	ARTS Office of the Dean	Basic page	Published	0.6	1215	200	1	1	1	ARTS - 1	1	1	ARTS - 1	4	4	1	3	0	25	75	Banner|Hero CTA|More Information	Banner (2,2024-02-14) | Hero CTA (1,2024-09-03) | More Information (1,2025-06-09)	Banner|Hero CTA|More Information
arts	92	link	https://arts.ucalgary.ca/about/about-faculty/campus-emergency-information-status	ARTS ABOUT NEWS Campus Emergency Information / Status	Basic page	Published	0.4	30	200	2	1	1	ARTS - 1	1	1	ARTS - 1	6	6	1	5	0	17	83	Divider|Hero CTA|Image|More Information|Text	Divider (1,2023-07-10) | Hero CTA (1,2025-08-28) | Image (1,2023-09-26) | More Information (1,2022-10-06) | Text (2,2023-09-26)	Divider|Hero CTA|Image|More Information|Text
arts	93	link	https://arts.ucalgary.ca/about/community/arts-co-op-employers	ARTS ABOUT CAREERS Arts Co-op Employers	Basic page	Published	0.6	295	200	2	1	15	COOP - 15	2	1|15	ARTS - 1|COOP - 15	11	10	1	0	10	9	0	Accordion|Divider|Hero CTA|Info Shim|More Information|News Feed|Related Content|Text	Accordion (1,2021-08-06) | Divider (1,2023-07-10) | Hero CTA (1,2024-08-02) | Info Shim (1,2023-07-10) | More Information (2,2023-07-10) | News Feed (1,2020-10-26) | Related Content (1,2025-06-26) | Text (3,2025-06-26)	Accordion|Divider|Hero CTA|Info Shim|More Information|Related Content|Text
arts	94	link	https://arts.ucalgary.ca/contacts/contact-us/communications-and-marketing	ARTS CONTACT Communications and Marketing	Basic page	Published	0.2	770	200	2	1	1	ARTS - 1	1	1	ARTS - 1	29	10	2	26	0	7	90	Accordion (Minimal)|Banner|Divider|Hero CTA|Info Shim|Text	Accordion (Minimal) (4,2025-09-02) | Banner (1,2023-09-26) | Divider (2,2023-07-10) | Hero CTA (1,2025-07-11) | Info Shim (1,2025-07-11) | Text (20,2025-11-07)	Banner|Divider|Hero CTA|Text
arts	105	link	https://arts.ucalgary.ca/classics-religion/research/chair-christian-thought	CLARE Chair of Christian Thought	Basic page	Published	0.1	513	200	2	1	2	CLARE - 2	1	2	CLARE - 2	9	5	1	8	0	11	89	Accordion|Banner|Divider|Hero CTA|Image|More Information|Text|Text Grid	Accordion (1,2025-12-11) | Banner (1,2023-09-26) | Divider (1,2022-10-25) | Hero CTA (1,2023-02-16) | Image (1,2023-09-26) | More Information (1,2022-10-26) | Text (2,2023-09-26) | Text Grid (1,2022-10-25)	Accordion|Banner|Hero CTA|More Information|Text
arts	115	link	https://arts.ucalgary.ca/classics-religion/current-students/graduate/phd-candidacy-policies	CLARE Future Students Graduate PhD Candidacy Policies	Basic page	Published	0.5	58	200	3	1	2	CLARE - 2	1	2	CLARE - 2	5	2	1	4	0	20	80	Banner|Divider|Hero CTA|More Information	Banner (1,2023-09-26) | Divider (1,2022-10-27) | Hero CTA (1,2023-02-16) | More Information (2,2025-07-03)	Hero CTA|More Information
arts	124	link	https://arts.ucalgary.ca/future-students/undergraduate-experience/opportunities/what-arts-co-op	ARTS FUTURE UNDERGRAD GET INVOLVED Arts Co-op	Basic page	Published	2.3	400	200	3	2	1|15	ARTS - 1|COOP - 15	4	1|14|15|16	ARTS - 1|ASC - 14|ASHA - 16|COOP - 15	4	4	1	1	2	25	25	Hero CTA|Streaming Media|Testimonial|Text	Hero CTA (1,2023-02-16) | Streaming Media (1,2023-01-19) | Testimonial (1,2023-09-26) | Text (1,2023-09-26)	Hero CTA|Streaming Media|Testimonial|Text
arts	126	link	https://arts.ucalgary.ca/current-students/undergraduate/internationalize-your-degree	ARTS CURRENT UNDERGRAD Internationalize your degree	Basic page	Published	0.1	711	200	2	1	1	ARTS - 1	2	1|9	ARTS - 1|POLI - 9	12	8	1	10	1	8	83	Banner|Hero CTA|Image with Text|More Information|News Feed|Sidekick CTA|Streaming Media|Text|Trio CTA	Banner (2,2023-09-26) | Hero CTA (1,2023-04-24) | Image with Text (2,2025-12-05) | More Information (1,2023-04-24) | News Feed (1,2020-04-02) | Sidekick CTA (1,2024-04-18) | Streaming Media (1,2023-01-19) | Text (2,2023-09-26) | Trio CTA (1,2019-03-18)	Hero CTA|Image with Text|More Information|Sidekick CTA|Text|Trio CTA
arts	147	link	https://arts.ucalgary.ca/current-students/undergraduate/arts-co-operative-education-program/current-students	ARTS CURRENT UNDERGRAD CO-OP Current students	Basic page	Unpublished	0.6		301	3	1	15	COOP - 15	4	1|14|15|16	ARTS - 1|ASC - 14|ASHA - 16|COOP - 15	16	16	1	1	14	6	6	Accordion|Banner|Divider|Hero CTA|Image|More Information|Text|Text Grid	Accordion (1,2024-04-26) | Banner (3,2025-06-19) | Divider (2,2019-04-01) | Hero CTA (1,2023-02-16) | Image (1,2023-09-26) | More Information (2,2023-07-10) | Text (4,2023-09-26) | Text Grid (2,2024-04-26)	Accordion|Banner|Divider|Hero CTA|Image|More Information|Text|Text Grid
arts	154	link	https://arts.ucalgary.ca/clare/current-students/graduate/phd-candidacy-policies	CLARE Current Graduate Students PhD Candidacy Policies	Basic page	Published	2.3	3	200	3	1	2	CLARE - 2	1	2	CLARE - 2	4	4	1	3	0	25	75	Hero CTA|Image with Text|Text Grid	Hero CTA (1,2023-02-16) | Image with Text (2,2023-09-26) | Text Grid (1,2018-10-25)	Hero CTA|Image with Text|Text Grid
arts	181	link	https://arts.ucalgary.ca/node/181	Dynamic feed testing	Basic page	Published	2.9		200	1	0						2	1	2	0	0	100	0	Hero CTA|News Feed	Hero CTA (1,2023-02-16) | News Feed (1,2020-04-02)	Hero CTA
arts	185	link	https://arts.ucalgary.ca/geography/future-students/undergraduate/programs/geography	GEOG Future Students Undergraduate Programs Geography - GEOG ,  - ARTS ,	Basic page	Published	1.8	1065	200	4	1	3	GEOG - 3	2	1|3	ARTS - 1|GEOG - 3	10	10	1	8	1	10	80	Accordion|Banner|Checklist|Divider|Hero CTA|Info Shim|More Information|Sidekick CTA|Text	Accordion (1,2020-01-16) | Banner (1,2023-09-26) | Checklist (1,2023-09-26) | Divider (1,2019-03-22) | Hero CTA (1,2023-02-16) | Info Shim (2,2024-03-21) | More Information (1,2024-03-21) | Sidekick CTA (1,2023-09-26) | Text (1,2023-09-26)	Accordion|Banner|Checklist|Divider|Hero CTA|Info Shim|More Information|Sidekick CTA|Text
arts	189	link	https://arts.ucalgary.ca/geography/future-students/graduate/programs/thesis-graduate-programs	GEOG Future Students Graduate Programs Thesis Graduate Programs - ARTS ,	Basic page	Published	0.5	609	200	4	1	3	GEOG - 3	45	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53	9	2	1	7	1	11	78	Divider|Hero CTA|More Information|Text|Trio CTA	Divider (1,2023-07-10) | Hero CTA (1,2023-02-16) | More Information (3,2025-06-27) | Text (3,2024-03-27) | Trio CTA (1,2019-03-29)	More Information
arts	191	link	https://arts.ucalgary.ca/geography/future-students/graduate/how-apply	GEOG Future Students Graduate How to Apply - ARTS ,	Basic page	Published	0.5	126	200	3	1	3	GEOG - 3	45	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53	8	2	1	6	1	12	75	Banner|Checklist|Divider|Hero CTA|More Information|Text Grid	Banner (2,2023-09-26) | Checklist (1,2023-09-26) | Divider (1,2019-03-29) | Hero CTA (1,2023-02-16) | More Information (2,2025-06-27) | Text Grid (1,2023-07-10)	More Information|Text Grid
arts	243	link	https://arts.ucalgary.ca/current-students/undergraduate/student-news	Arts student news	Basic page	Published	0.1	81	200	2	1	14	ASC - 14	2	1|14	ARTS - 1|ASC - 14	4	2	2	1	1	50	25	Hero CTA|Image with Text|Info Shim|News Feed	Hero CTA (1,2025-06-20) | Image with Text (1,2025-12-05) | Info Shim (1,2025-06-20) | News Feed (1,2020-04-02)	Hero CTA|Image with Text
arts	248	link	https://arts.ucalgary.ca/command-centre	ARTS ADMIN Command Centre	Basic page	Published	0.1	104	200	0	1	1	ARTS - 1	1	1	ARTS - 1	12	10	1	11	0	8	92	Hero CTA|Image with Text|Text	Hero CTA (1,2024-05-06) | Image with Text (5,2025-12-15) | Text (6,2025-11-04)	Hero CTA|Image with Text|Text
arts	253	link	https://arts.ucalgary.ca/about/about-faculty/leon-frog	ARTS ABOUT Leon the Frog	Basic page	Published	2.3	471	200	2	1	1	ARTS - 1	1	1	ARTS - 1	7	6	1	6	0	14	86	Divider|Hero CTA|Image Gallery|News Feed|Text	Divider (1,2019-02-15) | Hero CTA (1,2023-02-16) | Image Gallery (1,2019-02-15) | News Feed (1,2020-04-02) | Text (3,2023-09-26)	Divider|Hero CTA|Image Gallery|Text
arts	254	link	https://arts.ucalgary.ca/node/254	Test	Basic page	Published	2.4		200	1	0			1	1	ARTS - 1	3		2	0	1	67	0	Hero CTA|News Feed	Hero CTA (1,2023-02-16) | News Feed (2,2023-08-25)	
arts	265	link	https://arts.ucalgary.ca/political-science	Poli Home	Basic page	Published	0.1	10897	200	0	1	9	POLI - 9	2	1|9	ARTS - 1|POLI - 9	9	4	1	7	1	11	78	Banner|Hero CTA|Image with Text|News Feed|Thumbnail|Trio CTA	Banner (3,2024-05-21) | Hero CTA (1,2023-05-01) | Image with Text (1,2025-12-15) | News Feed (2,2024-12-13) | Thumbnail (1,2024-06-25) | Trio CTA (1,2019-10-31)	Banner|Hero CTA|Image with Text|Trio CTA
arts	315	link	https://arts.ucalgary.ca/about/faculty-and-staff/get-help/arts-it/arts-it-afc-lab	ARTS IT AFC LAB	Basic page	Published	1.3	963	200	4	2	1|19	ARTS - 1|IT - 19	2	1|19	ARTS - 1|IT - 19	11	11	1	9	1	9	82	Accordion|Banner|Campus Map|Checklist|Hero CTA|Info Shim|More Information|Sidekick CTA|Text	Accordion (2,2024-10-01) | Banner (2,2023-09-26) | Campus Map (1,2019-03-13) | Checklist (1,2023-09-26) | Hero CTA (1,2023-02-16) | Info Shim (1,2023-07-10) | More Information (1,2022-10-06) | Sidekick CTA (1,2023-09-26) | Text (1,2023-09-26)	Accordion|Banner|Campus Map|Checklist|Hero CTA|Info Shim|More Information|Sidekick CTA|Text
arts	319	link	https://arts.ucalgary.ca/contacts/contact-us/communications-and-marketing/social-media	Social media	Basic page	Published	0.3	176	200	3	1	1	ARTS - 1	1	1	ARTS - 1	2	2	1	1	0	50	50	Hero CTA|Text Grid	Hero CTA (1,2023-02-16) | Text Grid (1,2025-09-23)	Hero CTA|Text Grid
arts	410	link	https://arts.ucalgary.ca/political-science/contact	POLI Contact	Basic page	Published	0.3	1254	200	1	1	9	POLI - 9	2	1|9	ARTS - 1|POLI - 9	7	4	1	4	2	14	57	Banner|Hero CTA|More Information|Text Grid	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | More Information (3,2025-01-22) | Text Grid (2,2025-09-15)	Banner|More Information|Text Grid
arts	537	link	https://arts.ucalgary.ca/research/contact-us	ARTS RESEARCH Contact us	Basic page	Published	0.1	239	200	1	1	18	Research - 18	2	1|18	ARTS - 1|Research - 18	2	2	1	0	1	50	0	Hero CTA|Thumbnail	Hero CTA (1,2023-02-16) | Thumbnail (1,2025-12-09)	Hero CTA|Thumbnail
arts	604	link	https://arts.ucalgary.ca/political-science/research/research-faculty/olds	POLI Research Research By Faculty Faculty Profiles	Basic page	Published	0.1	186	404	3	1	9	POLI - 9	1	9	POLI - 9	3		1	2	0	33	67	Divider|Hero CTA|Thumbnail	Divider (1,2021-07-21) | Hero CTA (1,2023-02-16) | Thumbnail (1,2025-11-28)	
arts	607	link	https://arts.ucalgary.ca/english	Home | English	Basic page	Published	0.1	6197	200	0	1	13	ENGL - 13	2	1|13	ARTS - 1|ENGL - 13	10	3	3	6	1	30	60	Banner|Hero CTA|Image with Text|News Feed|Text|Trio CTA	Banner (3,2024-09-16) | Hero CTA (1,2023-12-13) | Image with Text (2,2025-12-15) | News Feed (2,2020-09-08) | Text (1,2023-12-13) | Trio CTA (1,2024-06-25)	Banner|Image with Text
arts	615	link	https://arts.ucalgary.ca/political-science/future-students/undergraduate/programs/political-science	POLI Future Students Undergraduate Programs Political Science	Basic page	Published	1.8	875	200	4	1	9	POLI - 9	2	1|9	ARTS - 1|POLI - 9	10	8	1	8	1	10	80	Banner|Divider|Hero CTA|Info Shim|More Information|Sidekick CTA|Text|Text Grid	Banner (1,2023-09-26) | Divider (1,2023-07-10) | Hero CTA (1,2023-02-16) | Info Shim (1,2023-07-10) | More Information (1,2024-04-10) | Sidekick CTA (1,2023-09-26) | Text (3,2023-09-26) | Text Grid (1,2023-07-10)	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA|Text
arts	620	link	https://arts.ucalgary.ca/political-science/future-students/undergraduate/programs/political-science-cooperative	POLI Future Students Undergraduate Progams Political Science and Bachelor of Education	Basic page	Published	1.8	198	200	4	1	9	POLI - 9	2	1|9	ARTS - 1|POLI - 9	5	5	1	3	1	20	60	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Info Shim (1,2023-07-10) | More Information (1,2024-04-10) | Sidekick CTA (1,2023-09-26)	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA
arts	622	link	https://arts.ucalgary.ca/political-science/future-students/undergraduate/programs/political-science-ba-education	POLI Future Students Undergraduate Programs Political Science and Bachelor of Education	Basic page	Published	1.8	464	200	4	1	9	POLI - 9	2	1|9	ARTS - 1|POLI - 9	5	2	1	3	1	20	60	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Info Shim (1,2023-07-10) | More Information (1,2024-04-10) | Sidekick CTA (1,2024-04-10)	Banner|Info Shim
arts	623	link	https://arts.ucalgary.ca/political-science/future-students/undergraduate/programs/political-science-minor	POLI Future Students Undergraduate Programs Political Science Minor	Basic page	Published	1.8	49	200	4	1	9	POLI - 9	2	1|9	ARTS - 1|POLI - 9	6	3	1	4	1	17	67	Banner|Hero CTA|Info Shim|More Information|Sidekick CTA|Text Grid	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Info Shim (1,2023-07-10) | More Information (1,2024-04-10) | Sidekick CTA (1,2024-04-10) | Text Grid (1,2023-07-10)	Banner|Info Shim|Text Grid
arts	625	link	https://arts.ucalgary.ca/political-science/future-students/graduate/program-requirements/ma-course-and-thesis	POLI Future Students Graduate MA Course and Thesis	Basic page	Published	1.5	13	200	4	1	9	POLI - 9	1	9	POLI - 9	5	2	1	4	0	20	80	Banner|Hero CTA|More Information|Sidekick CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | More Information (2,2024-07-16) | Sidekick CTA (1,2023-09-26)	Banner|More Information
arts	626	link	https://arts.ucalgary.ca/political-science/future-students/graduate/program-requirements/phd-candidacy	POLI Future Students Graduate PhD Candidacy	Basic page	Published	1.5	47	200	4	1	9	POLI - 9	1	9	POLI - 9	5	2	1	4	0	20	80	Banner|Hero CTA|More Information|Sidekick CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | More Information (2,2024-07-16) | Sidekick CTA (1,2023-09-26)	Banner|More Information
arts	629	link	https://arts.ucalgary.ca/geography/current-students/graduate/regulations/student-funding-policy	GEOG Current Students Graduate Regulations Student Funding - ARTS ,	Basic page	Published	0.5	80	200	4	1	3	GEOG - 3	45	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53	6	2	1	4	1	17	67	Accordion|Banner|Hero CTA|More Information|Text	Accordion (1,2023-03-02) | Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | More Information (2,2025-06-27) | Text (1,2023-09-26)	More Information
